"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"WASH";5133.414764;"No";"BAS";"MAST";"EMP";"M";53390;"URB";"MAR";64;13;41;5;"PERS";278.999409;"4D";"M"
"CAL";8024.992989;"No";"BAS";"MAST";"EMP";"F";38702;"RUR";"MAR";101;7;32;3;"PERS";253.364333;"SUV";"L"
"AR";13736.1325;"Yes";"PREM";"MAST";"DIS";"F";16181;"SUBU";"DIV";181;22;79;8;"PERS";1261.319869;"SUV";"M"
"OR";19896.42226;"No";"EXT";"BACH";"EMP";"F";60420;"URB";"MAR";248;8;74;8;"PERS";632.944366;"LUXS";"M"
"AR";6217.258012;"No";"EXT";"HSOB";"UNEMP";"M";0;"RUR";"MAR";86;15;94;9;"PERS";39.730199;"4D";"M"
"CAL";8024.89992;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";119;6;48;8;"PERS";856.8;"SUV";"M"
"CAL";8377.499751;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"MAR";74;14;38;2;"CORP";355.2;"4D";"M"
"NEV";4271.200049;"No";"PREM";"MAST";"EMP";"F";26245;"RUR";"SING";110;6;43;1;"PERS";44.284642;"2D";"M"
"OR";6438.995346;"No";"EXT";"HSOB";"ML";"M";19831;"SUBU";"MAR";83;8;88;7;"PERS";398.4;"4D";"M"
"CAL";9559.340024;"No";"EXT";"HSOB";"EMP";"F";40672;"SUBU";"DIV";121;28;99;3;"CORP";580.8;"SUV";"M"
"CAL";4837.926404;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";65;6;89;3;"PERS";468;"4D";"M"
"AR";2523.171245;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";70;20;81;1;"PERS";504;"4D";"S"
"AR";11828.61437;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";111;4;8;2;"PERS";1018.808223;"SUV";"M"
"OR";6104.501453;"No";"EXT";"COLL";"DIS";"F";18690;"RUR";"MAR";80;10;63;5;"PERS";18.192921;"4D";"M"
"CAL";4778.682644;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"DIV";73;8;17;9;"PERS";350.4;"4D";"M"
"CAL";2863.312165;"No";"BAS";"MAST";"EMP";"F";36706;"SUBU";"MAR";71;4;45;1;"PERS";435.606086;"4D";"S"
"AR";4929.549699;"Yes";"BAS";"BACH";"EMP";"M";25632;"SUBU";"MAR";63;27;52;7;"CORP";351.270869;"2D";"M"
"CAL";2994.351694;"No";"BAS";"COLL";"EMP";"F";55911;"URB";"MAR";74;7;40;1;"PERS";187.934331;"4D";"M"
"OR";4540.9925;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";61;14;4;3;"PERS";486.121464;"2D";"M"
"OR";10208.92761;"Yes";"EXT";"COLL";"EMP";"F";35482;"SUBU";"MAR";129;21;59;3;"PERS";619.2;"SUV";"M"
"AR";3343.933131;"No";"EXT";"BACH";"EMP";"M";40794;"URB";"DIV";87;6;87;1;"PERS";334.452807;"4D";"M"
"WASH";7859.414569;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";113;19;10;7;"PERS";813.6;"SUV";"M"
"NEV";3370.074728;"No";"EXT";"MAST";"UNEMP";"M";0;"SUBU";"DIV";95;14;15;1;"PERS";476.903351;"4D";"M"
"OR";4913.118904;"No";"BAS";"COLL";"EMP";"F";48295;"URB";"SING";63;25;96;8;"PERS";290.301553;"4D";"M"
"CAL";35537.846;"No";"BAS";"MAST";"UNEMP";"F";0;"SUBU";"MAR";113;15;6;2;"PERS";799.926741;"SPO";"L"
"NEV";4893.979609;"No";"BAS";"HSOB";"DIS";"M";25572;"SUBU";"MAR";65;0;30;3;"PERS";312;"4D";"M"
"OR";6688.857444;"No";"EXT";"HSOB";"EMP";"M";57289;"SUBU";"SING";86;21;88;3;"CORP";562.224942;"2D";"S"
"NEV";14789.61805;"No";"EXT";"COLL";"EMP";"M";51817;"SUBU";"DIV";129;20;78;2;"PERS";712.833284;"SUV";"S"
"OR";2894.327413;"No";"BAS";"COLL";"EMP";"M";52674;"RUR";"MAR";73;8;49;1;"PERS";166.5492;"2D";"L"
"NEV";4349.30875;"Yes";"BAS";"COLL";"EMP";"F";75648;"RUR";"MAR";108;28;10;1;"PERS";112.660916;"SUV";"L"
"NEV";7803.503824;"No";"EXT";"HSOB";"EMP";"M";84417;"RUR";"DIV";98;5;32;7;"PERS";139.714897;"2D";"M"
"WASH";3449.494119;"No";"EXT";"BACH";"ML";"F";25236;"SUBU";"DIV";89;2;26;1;"PERS";427.2;"4D";"M"
"CAL";10952.13189;"No";"EXT";"COLL";"ML";"M";23748;"SUBU";"MAR";99;0;24;2;"PERS";607.095655;"4D";"L"
"WASH";2487.729726;"No";"BAS";"COLL";"EMP";"F";67282;"SUBU";"MAR";62;29;27;1;"PERS";297.6;"2D";"M"
"AR";8496.063681;"No";"BAS";"BACH";"EMP";"M";24031;"SUBU";"DIV";109;0;72;7;"PERS";523.2;"SPO";"S"
"WASH";4754.653816;"No";"BAS";"COLL";"EMP";"F";30886;"RUR";"DIV";61;8;36;6;"SPEC";8.315904;"4D";"M"
"AR";3722.368016;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"MAR";109;25;61;1;"PERS";523.2;"SUV";"M"
"OR";13736.1325;"Yes";"PREM";"MAST";"DIS";"F";16181;"SUBU";"DIV";181;22;79;8;"PERS";1261.319869;"SUV";"M"
"CAL";3944.231185;"No";"BAS";"BACH";"EMP";"F";33282;"RUR";"MAR";100;24;66;1;"PERS";207.510821;"SUV";"S"
"OR";6827.178202;"No";"BAS";"BACH";"UNEMP";"F";0;"RUR";"DIV";103;2;75;6;"PERS";2.455033;"SUV";"M"
"CAL";11638.89947;"Yes";"BAS";"COLL";"ML";"F";25370;"SUBU";"MAR";102;10;77;2;"PERS";489.6;"SPO";"L"
"CAL";2435.147986;"No";"BAS";"MAST";"EMP";"F";64341;"RUR";"SING";61;4;81;1;"PERS";79.934072;"4D";"S"
"WASH";5775.517825;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";76;20;17;6;"PERS";784.611446;"2D";"S"
"CAL";4916.577034;"No";"BAS";"BACH";"EMP";"F";21907;"RUR";"MAR";62;6;47;3;"PERS";2.96438;"4D";"M"
"NEV";15083.78498;"No";"EXT";"HSOB";"EMP";"F";26021;"URB";"MAR";126;6;32;2;"PERS";331.847478;"SUV";"S"
"OR";10171.47779;"No";"EXT";"MAST";"EMP";"M";74243;"RUR";"MAR";84;34;2;2;"CORP";71.311211;"4D";"M"
"NEV";3842.028065;"No";"PREM";"COLL";"DIS";"M";27906;"SUBU";"DIV";102;5;57;1;"PERS";489.6;"4D";"M"
"CAL";4483.839044;"No";"BAS";"MAST";"EMP";"M";32983;"URB";"MAR";113;25;59;1;"PERS";466.81627;"SUV";"M"
"WASH";2195.295372;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";62;30;29;1;"PERS";446.4;"4D";"L"
"WASH";4570.673702;"No";"BAS";"BACH";"DIS";"F";27538;"URB";"DIV";63;10;6;3;"PERS";285.843893;"4D";"M"
"OR";3741.570763;"No";"BAS";"HSOB";"DIS";"F";13093;"SUBU";"DIV";100;30;73;1;"PERS";514.507039;"SUV";"M"
"CAL";2487.358049;"No";"BAS";"COLL";"EMP";"M";22331;"RUR";"DIV";64;11;12;1;"CORP";61.20919;"4D";"M"
"OR";8026.04923;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"MAR";109;10;20;6;"CORP";898.430079;"SUV";"M"
"CAL";13742.53724;"No";"PREM";"HSOB";"EMP";"M";90343;"URB";"SING";175;11;68;3;"PERS";833.072722;"SUV";"M"
"OR";3155.45562;"No";"EXT";"BACH";"EMP";"M";36706;"SUBU";"MAR";80;19;67;1;"PERS";488.296267;"4D";"M"
"WASH";5122.718927;"No";"BAS";"HSOB";"EMP";"F";58206;"SUBU";"MAR";64;2;56;3;"PERS";454.188803;"4D";"S"
"NEV";3560.628183;"No";"EXT";"COLL";"EMP";"F";76769;"RUR";"MAR";88;6;91;1;"CORP";170.106831;"4D";"M"
"OR";8658.863813;"Yes";"BAS";"COLL";"EMP";"M";62464;"URB";"MAR";109;23;45;4;"PERS";400.181882;"SPO";"M"
"AR";8051.56643;"No";"BAS";"DOCT";"EMP";"F";57664;"URB";"MAR";100;21;48;7;"PERS";344.92729;"SUV";"M"
"OR";25805.50599;"No";"BAS";"COLL";"EMP";"F";86901;"URB";"SING";72;24;73;2;"PERS";313.366255;"2D";"M"
"OR";7486.068405;"No";"EXT";"BACH";"EMP";"F";97899;"RUR";"DIV";95;29;73;7;"PERS";3.772105;"4D";"M"
"AR";12866.89474;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";189;24;93;6;"PERS";1415.579302;"LUX";"S"
"CAL";14134.3474;"No";"BAS";"BACH";"EMP";"F";90844;"RUR";"DIV";118;10;98;2;"PERS";232.674417;"SUV";"M"
"CAL";8960.280213;"No";"BAS";"MAST";"EMP";"F";71943;"URB";"SING";112;8;51;4;"CORP";305.653785;"SUV";"M"
"CAL";6285.305195;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";90;4;63;7;"PERS";432;"2D";"M"
"WASH";24636.96719;"No";"BAS";"HSOB";"EMP";"M";73716;"RUR";"MAR";103;2;91;2;"SPEC";162.662641;"SPO";"M"
"WASH";8936.823519;"No";"BAS";"MAST";"EMP";"F";37520;"RUR";"MAR";74;21;30;2;"SPEC";163.576763;"2D";"M"
"AR";32021.40422;"No";"BAS";"HSOB";"EMP";"F";31433;"SUBU";"MAR";100;5;23;2;"PERS";635.020091;"SUV";"S"
"CAL";7478.313695;"No";"BAS";"BACH";"EMP";"M";23530;"SUBU";"DIV";65;22;34;2;"CORP";312;"2D";"M"
"AR";4917.889638;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";71;27;81;5;"PERS";511.2;"2D";"M"
"AR";5104.354719;"No";"BAS";"DOCT";"EMP";"M";77025;"SUBU";"SING";64;18;44;3;"PERS";380.917107;"2D";"M"
"CAL";8417.004401;"No";"PREM";"BACH";"EMP";"M";24285;"SUBU";"DIV";111;6;10;7;"PERS";1257.527908;"2D";"S"
"OR";6650.816974;"No";"EXT";"BACH";"EMP";"M";99494;"SUBU";"MAR";83;11;65;3;"PERS";398.4;"4D";"S"
"CAL";3700.385003;"No";"EXT";"COLL";"RET";"F";17557;"SUBU";"MAR";96;6;5;1;"PERS";666.724937;"4D";"M"
"OR";2780.729047;"No";"BAS";"COLL";"EMP";"F";94943;"SUBU";"MAR";69;3;22;1;"PERS";387.545055;"4D";"M"
"OR";6342.473656;"No";"EXT";"HSOB";"EMP";"M";86687;"URB";"SING";80;4;82;3;"PERS";274.159702;"4D";"L"
"CAL";4770.73904;"No";"BAS";"BACH";"ML";"M";28666;"SUBU";"DIV";64;23;81;8;"PERS";307.2;"4D";"L"
"AR";9124.600015;"No";"PREM";"BACH";"EMP";"M";99368;"RUR";"MAR";113;34;6;3;"PERS";82.427785;"4D";"M"
"WASH";15626.28021;"No";"EXT";"HSOB";"EMP";"F";50461;"SUBU";"SING";131;22;89;2;"PERS";810.06514;"SPO";"L"
"OR";5110.680779;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";74;34;51;4;"CORP";532.8;"4D";"M"
"OR";3991.727249;"No";"EXT";"COLL";"EMP";"F";54964;"SUBU";"MAR";99;13;53;1;"PERS";525.515271;"4D";"M"
"AR";8697.882675;"No";"BAS";"BACH";"EMP";"M";29540;"SUBU";"DIV";73;3;23;2;"PERS";350.4;"4D";"M"
"CAL";4904.894731;"Yes";"EXT";"COLL";"RET";"F";12902;"SUBU";"DIV";139;3;51;1;"PERS";667.2;"SPO";"M"
"OR";5677.465907;"No";"BAS";"COLL";"EMP";"M";45345;"RUR";"MAR";72;28;86;3;"PERS";99.039453;"4D";"L"
"OR";2872.051273;"No";"BAS";"HSOB";"EMP";"M";57749;"SUBU";"SING";74;31;21;1;"PERS";355.2;"2D";"M"
"AR";9234.277026;"No";"EXT";"COLL";"UNEMP";"F";0;"SUBU";"SING";134;29;43;6;"CORP";643.2;"SUV";"M"
"NEV";30591.61257;"No";"EXT";"BACH";"RET";"F";11276;"SUBU";"MAR";91;22;10;2;"CORP";436.8;"4D";"M"
"WASH";6689.022728;"Yes";"EXT";"HSOB";"EMP";"M";56980;"SUBU";"MAR";84;33;70;7;"PERS";599.000883;"2D";"M"
"AR";2485.886754;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";70;24;58;1;"PERS";504;"2D";"M"
"WASH";8414.080425;"No";"BAS";"MAST";"EMP";"F";59828;"SUBU";"MAR";104;25;49;8;"PERS";499.2;"SUV";"L"
"CAL";7519.133631;"Yes";"EXT";"HSOB";"EMP";"M";96306;"RUR";"DIV";95;12;17;6;"PERS";185.355353;"4D";"M"
"OR";4942.873707;"No";"BAS";"HSOB";"EMP";"M";82093;"URB";"DIV";62;17;3;3;"PERS";266.932542;"4D";"M"
"OR";4739.297046;"No";"EXT";"COLL";"UNEMP";"F";0;"RUR";"MAR";76;28;55;3;"PERS";38.792481;"2D";"M"
"AR";8123.023295;"No";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"SING";78;15;47;2;"SPEC";561.6;"4D";"S"
"OR";20885.55547;"No";"EXT";"BACH";"ML";"M";16113;"SUBU";"MAR";81;27;19;2;"CORP";494.890996;"4D";"S"
"AR";5603.73932;"No";"BAS";"HSOB";"EMP";"F";95284;"URB";"MAR";69;6;35;4;"PERS";327.647322;"4D";"M"
"NEV";4426.096934;"No";"BAS";"COLL";"EMP";"F";29660;"URB";"MAR";112;29;71;1;"PERS";334.133949;"SUV";"S"
"NEV";7288.297591;"No";"EXT";"COLL";"EMP";"F";59414;"URB";"MAR";91;23;21;3;"PERS";340.32278;"2D";"M"
"CAL";2546.866098;"No";"BAS";"BACH";"EMP";"F";86595;"SUBU";"MAR";63;1;77;1;"CORP";445.621906;"2D";"M"
"AR";5619.849825;"No";"BAS";"HSOB";"EMP";"M";66620;"SUBU";"MAR";70;13;75;7;"PERS";336;"4D";"M"
"NEV";5237.935672;"No";"BAS";"COLL";"EMP";"F";31756;"RUR";"MAR";66;34;44;8;"CORP";160.855921;"4D";"M"
"OR";2305.056048;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"MAR";63;33;34;1;"SPEC";327.685301;"4D";"L"
"NEV";8295.837442;"No";"PREM";"BACH";"EMP";"F";85478;"RUR";"MAR";103;29;15;6;"PERS";224.159416;"2D";"M"
"CAL";8247.952072;"No";"PREM";"COLL";"EMP";"M";49009;"SUBU";"MAR";105;17;28;7;"PERS";504;"4D";"M"
"NEV";7668.809595;"No";"EXT";"BACH";"EMP";"F";92456;"SUBU";"DIV";95;8;3;4;"SPEC";456;"4D";"M"
"OR";10390.66647;"No";"EXT";"COLL";"EMP";"F";28948;"RUR";"MAR";131;7;57;3;"CORP";295.83086;"SUV";"M"
"OR";7635.422232;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";110;0;66;7;"PERS";1138.687583;"SUV";"M"
"CAL";12624.96121;"No";"PREM";"COLL";"ML";"M";12439;"SUBU";"DIV";115;22;78;2;"CORP";552;"2D";"M"
"OR";15363.84716;"No";"PREM";"DOCT";"DIS";"F";15897;"URB";"DIV";101;30;99;2;"PERS";303.148399;"4D";"M"
"OR";4953.086407;"No";"EXT";"COLL";"EMP";"F";21385;"SUBU";"DIV";127;14;37;1;"CORP";609.6;"SUV";"L"
"CAL";13749.37083;"No";"PREM";"COLL";"EMP";"F";82753;"RUR";"MAR";114;3;42;2;"PERS";264.666921;"4D";"M"
"OR";2703.466256;"No";"BAS";"DOCT";"UNEMP";"F";0;"RUR";"MAR";72;19;48;1;"CORP";41.927219;"2D";"M"
"AR";6446.918637;"No";"EXT";"BACH";"EMP";"F";43478;"SUBU";"MAR";80;27;79;9;"PERS";384;"4D";"M"
"CAL";4807.846463;"No";"BAS";"HSOB";"EMP";"M";99874;"URB";"MAR";119;7;42;1;"CORP";307.639408;"SPO";"M"
"CAL";10357.51422;"No";"EXT";"COLL";"EMP";"M";68309;"RUR";"DIV";131;4;67;9;"CORP";306.983596;"SUV";"S"
"OR";5918.330563;"No";"BAS";"COLL";"EMP";"F";94846;"URB";"MAR";73;15;68;7;"CORP";305.031114;"2D";"M"
"AR";5205.748188;"No";"BAS";"BACH";"EMP";"F";31275;"SUBU";"DIV";66;26;0;3;"PERS";316.8;"2D";"M"
"CAL";4165.396419;"No";"PREM";"HSOB";"UNEMP";"M";0;"SUBU";"DIV";116;2;97;1;"PERS";556.8;"4D";"M"
"AR";11315.20373;"Yes";"PREM";"BACH";"DIS";"F";11885;"SUBU";"DIV";101;18;39;2;"PERS";484.8;"4D";"M"
"OR";4496.977642;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";63;14;45;3;"PERS";419.610914;"2D";"M"
"NEV";4198.030023;"No";"BAS";"BACH";"EMP";"M";39913;"URB";"MAR";106;16;61;1;"PERS";344.765129;"SUV";"S"
"NEV";4349.30875;"Yes";"BAS";"COLL";"EMP";"F";75648;"RUR";"MAR";108;28;10;1;"CORP";112.660916;"SUV";"L"
"WASH";3008.969524;"No";"EXT";"BACH";"UNEMP";"M";0;"URB";"SING";87;2;55;1;"PERS";401.484738;"4D";"M"
"AR";11763.93565;"No";"EXT";"HSOB";"EMP";"F";28806;"SUBU";"MAR";99;35;75;2;"SPEC";475.2;"4D";"M"
"AR";8709.847614;"No";"BAS";"BACH";"EMP";"F";85185;"RUR";"MAR";107;26;91;5;"CORP";166.502804;"SUV";"S"
"AR";41103.24183;"No";"PREM";"COLL";"EMP";"F";30845;"SUBU";"MAR";116;3;89;2;"PERS";556.8;"4D";"M"
"WASH";7035.974353;"No";"EXT";"HSOB";"EMP";"F";86642;"URB";"MAR";87;14;12;9;"PERS";234.057985;"2D";"S"
"AR";41745.00646;"No";"PREM";"COLL";"EMP";"F";45431;"SUBU";"MAR";116;23;81;2;"PERS";556.8;"4D";"M"
"NEV";8802.188243;"No";"BAS";"BACH";"EMP";"M";96390;"URB";"MAR";73;17;47;2;"CORP";316.977588;"2D";"M"
"AR";2860.864563;"No";"BAS";"HSOB";"EMP";"M";50332;"SUBU";"MAR";72;2;11;1;"PERS";345.6;"4D";"L"
"WASH";15759.62394;"No";"BAS";"COLL";"EMP";"M";55800;"SUBU";"MAR";66;12;91;2;"PERS";473.324671;"2D";"M"
"WASH";5838.89915;"Yes";"BAS";"HSOB";"EMP";"M";81082;"URB";"MAR";73;5;85;4;"CORP";281.295903;"4D";"L"
"AR";2854.114491;"No";"BAS";"HSOB";"EMP";"M";71126;"URB";"MAR";71;11;72;1;"PERS";324.739746;"4D";"M"
"NEV";7860.086842;"No";"BAS";"DOCT";"DIS";"M";21726;"SUBU";"MAR";104;20;79;8;"PERS";697.010998;"SUV";"M"
"WASH";24552.8746;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";118;18;66;2;"PERS";966.541071;"SUV";"L"
"WASH";9661.103686;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";135;1;98;9;"CORP";648;"SUV";"M"
"AR";4443.736209;"No";"PREM";"BACH";"EMP";"M";46384;"RUR";"MAR";113;33;93;1;"CORP";251.774574;"4D";"M"
"CAL";5558.304507;"No";"BAS";"HSOB";"EMP";"M";37473;"SUBU";"MAR";70;0;92;3;"CORP";336;"4D";"M"
"NEV";18745.39592;"No";"EXT";"MAST";"ML";"F";27229;"SUBU";"SING";99;20;9;2;"PERS";475.2;"4D";"S"
"NEV";6158.601171;"No";"EXT";"COLL";"UNEMP";"M";0;"URB";"SING";89;13;45;5;"PERS";342.481173;"4D";"M"
"OR";13681.71178;"No";"BAS";"COLL";"EMP";"F";55588;"SUBU";"MAR";114;15;40;2;"PERS";547.2;"SUV";"M"
"WASH";7919.832069;"No";"BAS";"MAST";"UNEMP";"M";0;"SUBU";"MAR";70;13;18;2;"PERS";336;"4D";"M"
"OR";19927.63513;"No";"BAS";"HSOB";"EMP";"M";51352;"RUR";"DIV";66;21;87;2;"PERS";95.661376;"4D";"M"
"OR";7285.030983;"Yes";"BAS";"HSOB";"EMP";"M";44788;"SUBU";"MAR";61;6;48;2;"PERS";386.031248;"4D";"S"
"OR";5500.576161;"No";"BAS";"BACH";"EMP";"M";35396;"SUBU";"DIV";70;32;12;3;"PERS";336;"2D";"M"
"AR";6098.462114;"No";"EXT";"BACH";"EMP";"F";74257;"URB";"MAR";76;16;91;3;"PERS";214.586742;"4D";"L"
"AR";7614.137981;"No";"EXT";"BACH";"EMP";"M";27293;"SUBU";"MAR";96;20;55;6;"PERS";469.030907;"2D";"M"
"OR";10010.14003;"No";"EXT";"HSOB";"EMP";"M";66371;"RUR";"MAR";125;2;75;5;"PERS";43.098747;"SUV";"M"
"OR";4282.947971;"Yes";"BAS";"COLL";"EMP";"F";40864;"RUR";"MAR";109;16;70;1;"PERS";166.937747;"SUV";"M"
"WASH";2656.713092;"No";"BAS";"HSOB";"EMP";"M";62777;"RUR";"SING";67;34;32;1;"PERS";101.288069;"2D";"M"
"CAL";7409.083969;"No";"EXT";"COLL";"EMP";"M";61160;"URB";"SING";96;2;71;3;"CORP";354.530239;"2D";"S"
"CAL";8277.637562;"No";"BAS";"BACH";"EMP";"F";79780;"SUBU";"MAR";68;11;58;2;"PERS";326.4;"4D";"M"
"OR";5682.515346;"No";"BAS";"DOCT";"EMP";"F";36938;"URB";"MAR";70;32;31;3;"SPEC";244.801119;"4D";"M"
"OR";22242.51659;"No";"PREM";"BACH";"EMP";"F";83894;"RUR";"MAR";110;6;46;2;"PERS";82.019005;"4D";"M"
"CAL";2620.392335;"No";"BAS";"COLL";"EMP";"M";24721;"RUR";"MAR";67;3;76;1;"PERS";139.963594;"4D";"M"
"WASH";2396.192355;"No";"BAS";"HSOB";"EMP";"F";39062;"SUBU";"DIV";61;2;20;1;"CORP";346.991025;"2D";"M"
"OR";8720.458745;"No";"BAS";"DOCT";"EMP";"M";25752;"SUBU";"MAR";73;28;85;2;"PERS";378.262864;"2D";"S"
"CAL";13104.30284;"No";"BAS";"BACH";"EMP";"F";30130;"SUBU";"MAR";110;22;12;2;"PERS";528;"SUV";"S"
"OR";4439.900652;"No";"BAS";"BACH";"EMP";"F";88613;"URB";"DIV";111;5;59;1;"PERS";359.36848;"SUV";"S"
"OR";4653.094259;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";70;1;4;4;"PERS";585.482275;"2D";"M"
"CAL";1918.1197;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";61;2;54;1;"PERS";439.2;"2D";"S"
"OR";4311.416903;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";67;0;71;3;"PERS";482.4;"4D";"M"
"OR";5423.136755;"No";"BAS";"DOCT";"EMP";"F";85018;"RUR";"MAR";68;22;54;6;"PERS";62.837764;"4D";"L"
"CAL";5823.162917;"No";"BAS";"HSOB";"EMP";"F";88359;"RUR";"DIV";73;1;49;9;"PERS";35.915639;"2D";"M"
"OR";2276.392936;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";69;34;13;1;"PERS";624.980751;"2D";"S"
"AR";8433.228985;"No";"BAS";"BACH";"EMP";"M";57961;"RUR";"DIV";72;27;64;2;"PERS";38.513959;"2D";"L"
"NEV";8456.961887;"No";"BAS";"COLL";"EMP";"F";25141;"RUR";"DIV";73;12;4;2;"PERS";25.438063;"4D";"M"
"AR";9408.343519;"No";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"SING";85;11;27;2;"CORP";408;"4D";"M"
"OR";4167.994667;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";69;22;98;8;"PERS";433.959806;"4D";"M"
"AR";2671.295549;"No";"BAS";"COLL";"EMP";"F";45525;"SUBU";"MAR";66;1;41;1;"PERS";316.8;"2D";"S"
"OR";18767.55161;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";111;13;55;2;"PERS";900.14526;"SPO";"M"
"CAL";7750.120323;"No";"BAS";"COLL";"EMP";"F";22668;"RUR";"SING";67;5;34;2;"PERS";33.718553;"4D";"M"
"NEV";4686.469674;"Yes";"BAS";"COLL";"EMP";"M";58089;"SUBU";"MAR";118;31;83;1;"PERS";566.4;"SUV";"M"
"AR";10706.66957;"No";"BAS";"BACH";"EMP";"F";55436;"SUBU";"DIV";67;7;44;2;"PERS";321.6;"4D";"S"
"CAL";10737.68425;"No";"EXT";"HSOB";"EMP";"M";50607;"SUBU";"SING";137;15;0;9;"PERS";657.6;"SUV";"L"
"CAL";4834.710493;"Yes";"BAS";"COLL";"EMP";"F";38713;"SUBU";"DIV";66;31;69;6;"PERS";316.8;"4D";"M"
"AR";5515.246935;"No";"BAS";"COLL";"EMP";"F";75963;"RUR";"DIV";69;4;23;7;"CORP";102.147789;"2D";"M"
"NEV";4354.398727;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";121;30;85;1;"PERS";871.2;"SUV";"M"
"OR";4746.759537;"No";"PREM";"COLL";"EMP";"F";54050;"SUBU";"MAR";119;5;15;1;"PERS";571.2;"2D";"L"
"CAL";4772.943848;"Yes";"EXT";"HSOB";"RET";"M";20993;"SUBU";"DIV";133;35;90;1;"PERS";638.4;"SUV";"M"
"OR";3040.253837;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";83;30;44;1;"PERS";989.105367;"4D";"S"
"OR";13369.44267;"No";"BAS";"COLL";"EMP";"F";50800;"SUBU";"MAR";112;1;45;2;"CORP";621.218119;"SPO";"M"
"OR";5284.312599;"No";"BAS";"HSOB";"EMP";"F";37640;"URB";"DIV";67;25;74;4;"PERS";174.046849;"2D";"M"
"AR";18708.75831;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"SING";77;10;36;2;"PERS";554.4;"4D";"S"
"OR";4582.67415;"No";"BAS";"MAST";"EMP";"F";69085;"URB";"MAR";113;10;14;1;"CORP";472.271907;"SPO";"M"
"WASH";2981.875575;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"MAR";83;26;89;1;"PERS";582.679087;"2D";"M"
"CAL";14137.23043;"No";"BAS";"COLL";"EMP";"F";31794;"SUBU";"DIV";119;12;16;2;"PERS";571.2;"SUV";"M"
"NEV";35984.10457;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";129;2;69;2;"CORP";1267.549091;"SPO";"M"
"AR";4330.769101;"No";"BAS";"BACH";"EMP";"F";39660;"URB";"MAR";107;3;46;1;"CORP";416.8496;"SPO";"S"
"NEV";12383.5306;"No";"BAS";"HSOB";"EMP";"F";40602;"URB";"SING";105;14;84;2;"PERS";459.895876;"SPO";"M"
"NEV";5979.724161;"Yes";"EXT";"HSOB";"EMP";"F";57693;"SUBU";"DIV";76;16;56;3;"PERS";547.2;"4D";"M"
"CAL";8406.763319;"No";"BAS";"COLL";"EMP";"F";67128;"URB";"MAR";105;33;90;4;"PERS";339.017729;"SUV";"S"
"OR";3164.494011;"No";"EXT";"MAST";"UNEMP";"F";0;"SUBU";"MAR";83;20;32;1;"PERS";398.4;"4D";"M"
"CAL";2272.30731;"No";"BAS";"MAST";"UNEMP";"M";0;"URB";"SING";64;35;59;1;"CORP";286.124652;"4D";"M"
"AR";3694.14876;"No";"EXT";"BACH";"EMP";"F";87485;"SUBU";"DIV";92;12;57;1;"PERS";441.6;"4D";"M"
