"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"NEV";18504.2801;"No";"Extended";"MAST";"EMP";"M";91268;"URB";"MAR";229;32;62;5;"CORP";737.737825;"LUX";"Small"
"CAL";4904.894731;"Yes";"Extended";"COLL";"RET";"F";12902;"SUBU";"DIV";139;3;51;1;"PERS";667.2;"SPO";"Medsize"
"OR";10827.87278;"No";"Extended";"HSOB";"EMP";"F";62053;"URB";"MAR";134;3;89;5;"PERS";614.03209;"SUV";"Medsize"
"NEV";5745.121547;"No";"Basic";"BACH";"EMP";"F";30389;"URB";"MAR";73;34;66;4;"PERS";278.932051;"4D";"Medsize"
"NEV";2423.259778;"No";"Basic";"BACH";"ML";"M";15585;"RUR";"MAR";65;22;24;1;"PERS";67.618365;"2D";"Medsize"
"AR";5926.729379;"Yes";"Extended";"COLL";"RET";"M";23091;"SUBU";"MAR";96;28;90;5;"PERS";460.8;"4D";"Medsize"
"CAL";4605.036646;"Yes";"Basic";"COLL";"ML";"F";22571;"SUBU";"SING";63;29;51;9;"PERS";302.4;"4D";"Large"
"OR";2132.771675;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";61;0;62;1;"PERS";691.677138;"4D";"Small"
"OR";2643.71574;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";82;14;56;1;"PERS";393.6;"2D";"Medsize"
"CAL";5824.224192;"No";"Basic";"COLL";"EMP";"M";73976;"URB";"DIV";73;27;84;3;"PERS";338.529369;"4D";"Medsize"
"OR";6889.6161;"No";"Extended";"BACH";"EMP";"F";30814;"SUBU";"MAR";87;8;96;3;"PERS";417.6;"4D";"Medsize"
"AR";3008.099115;"No";"Basic";"BACH";"EMP";"F";80681;"SUBU";"MAR";74;31;12;1;"CORP";355.2;"4D";"Medsize"
"OR";3286.171949;"No";"Extended";"HSOB";"EMP";"F";60934;"SUBU";"MAR";82;15;64;1;"PERS";393.6;"2D";"Large"
"OR";13552.77776;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";62;19;3;2;"CORP";446.4;"2D";"Medsize"
"CAL";5166.190278;"No";"Basic";"COLL";"EMP";"F";80797;"URB";"MAR";64;21;47;9;"PERS";300.940297;"4D";"Small"
"OR";2945.998877;"No";"Basic";"COLL";"EMP";"M";89410;"RUR";"DIV";74;11;50;1;"PERS";95.997363;"4D";"Medsize"
"NEV";4863.470811;"No";"Extended";"BACH";"EMP";"M";52728;"SUBU";"DIV";127;34;34;1;"CORP";609.6;"SUV";"Medsize"
"NEV";4892.617128;"No";"Basic";"BACH";"EMP";"F";43199;"SUBU";"MAR";61;23;31;3;"PERS";334.007478;"4D";"Medsize"
"AR";3337.59441;"No";"Extended";"BACH";"EMP";"F";43510;"URB";"MAR";83;8;75;1;"PERS";238.088581;"4D";"Medsize"
"WASH";5246.278375;"Yes";"Basic";"BACH";"EMP";"F";28909;"SUBU";"MAR";66;15;66;8;"PERS";456.702735;"2D";"Medsize"
"OR";9031.214859;"Yes";"Extended";"MAST";"UNEMP";"F";0;"SUBU";"SING";122;15;47;9;"PERS";650.52179;"SPO";"Medsize"
"OR";3580.076125;"No";"Extended";"BACH";"EMP";"F";71176;"URB";"MAR";91;3;62;1;"PERS";278.072755;"2D";"Medsize"
"CAL";9802.548509;"No";"Extended";"BACH";"EMP";"M";84429;"RUR";"MAR";123;11;2;6;"PERS";115.07234;"SUV";"Medsize"
"CAL";4825.651946;"No";"Basic";"BACH";"EMP";"M";61613;"RUR";"MAR";61;6;20;9;"SPEC";40.562432;"4D";"Medsize"
"CAL";3203.303695;"No";"Extended";"MAST";"EMP";"M";68370;"URB";"MAR";80;0;45;1;"PERS";244.158446;"4D";"Medsize"
"CAL";5659.139938;"No";"Basic";"COLL";"EMP";"F";52389;"SUBU";"MAR";72;29;8;9;"PERS";345.6;"4D";"Medsize"
"OR";4144.868939;"No";"Basic";"HSOB";"EMP";"F";64478;"RUR";"MAR";103;30;92;1;"PERS";8.281829;"SUV";"Medsize"
"WASH";13770.97618;"Yes";"Premium";"HSOB";"EMP";"F";59207;"SUBU";"SING";116;23;21;2;"PERS";556.8;"4D";"Medsize"
"NEV";3716.479655;"No";"Extended";"HSOB";"ML";"F";17162;"SUBU";"MAR";96;15;29;1;"CORP";460.8;"4D";"Small"
"NEV";3123.080994;"Yes";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";101;1;83;1;"PERS";960.115399;"SUV";"Large"
"CAL";12168.74492;"Yes";"Basic";"BACH";"RET";"M";14973;"SUBU";"DIV";115;2;75;2;"PERS";828;"SUV";"Medsize"
"CAL";2674.730716;"Yes";"Basic";"COLL";"EMP";"M";56342;"SUBU";"SING";69;12;89;1;"SPEC";331.2;"4D";"Small"
"OR";12741.84754;"Yes";"Basic";"BACH";"EMP";"F";73054;"URB";"MAR";106;34;36;2;"PERS";419.365958;"SUV";"Medsize"
"NEV";4037.547258;"No";"Premium";"BACH";"ML";"M";21586;"SUBU";"MAR";106;6;5;1;"PERS";1056.291709;"2D";"Small"
"OR";8628.303301;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";117;11;63;5;"SPEC";842.4;"SUV";"Medsize"
"OR";22093.61618;"No";"Premium";"HSOB";"EMP";"F";24193;"URB";"MAR";185;26;79;2;"PERS";785.367947;"SPO";"Medsize"
"OR";8217.427595;"No";"Basic";"COLL";"EMP";"F";84815;"URB";"MAR";68;9;37;2;"PERS";279.996658;"4D";"Medsize"
"OR";26197.41498;"Yes";"Basic";"HSOB";"DIS";"F";18495;"SUBU";"MAR";113;10;15;2;"CORP";542.4;"SUV";"Large"
"CAL";8110.536059;"No";"Basic";"BACH";"EMP";"M";36554;"SUBU";"MAR";70;6;62;2;"PERS";433.38842;"2D";"Small"
"OR";4766.367352;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";68;3;36;9;"PERS";656.959783;"4D";"Medsize"
"OR";8819.018934;"Yes";"Basic";"HSOB";"EMP";"M";99845;"SUBU";"MAR";110;23;25;8;"CORP";528;"SUV";"Medsize"
"CAL";5171.272924;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";69;13;90;3;"CORP";344.469652;"2D";"Medsize"
"CAL";3896.572719;"No";"Basic";"BACH";"ML";"M";10853;"URB";"MAR";104;11;18;1;"CORP";350.306385;"SUV";"Small"
"CAL";6005.027312;"No";"Extended";"MAST";"ML";"F";23749;"RUR";"MAR";77;20;6;4;"PERS";151.550875;"4D";"Medsize"
"OR";6869.185344;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";69;18;71;2;"CORP";331.2;"4D";"Medsize"
"CAL";3054.541283;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"SING";88;29;19;1;"PERS";422.4;"4D";"Small"
"OR";4874.216555;"No";"Basic";"COLL";"EMP";"M";92783;"RUR";"MAR";61;1;47;6;"PERS";6.671268;"2D";"Medsize"
"AR";2747.429661;"No";"Basic";"DOCT";"EMP";"F";83502;"SUBU";"MAR";68;25;36;1;"PERS";368.963633;"4D";"Medsize"
"OR";8717.049833;"Yes";"Basic";"COLL";"EMP";"M";83846;"SUBU";"MAR";74;22;94;2;"PERS";355.2;"4D";"Large"
"OR";4099.659085;"No";"Basic";"HSOB";"ML";"F";18606;"SUBU";"MAR";110;12;45;1;"PERS";568.844905;"SUV";"Medsize"
"AR";8189.967712;"No";"Basic";"DOCT";"EMP";"M";72191;"URB";"MAR";68;19;48;2;"PERS";209.387509;"4D";"Medsize"
"OR";5225.03143;"No";"Basic";"COLL";"EMP";"M";57733;"SUBU";"MAR";66;24;66;5;"PERS";393.528054;"2D";"Medsize"
"AR";7949.28426;"No";"Extended";"DOCT";"EMP";"M";63688;"SUBU";"MAR";99;28;93;6;"PERS";475.2;"4D";"Medsize"
"CAL";3135.405606;"No";"Extended";"COLL";"EMP";"F";55855;"URB";"MAR";79;10;71;1;"PERS";272.9955;"4D";"Medsize"
"OR";3939.00637;"Yes";"Extended";"BACH";"EMP";"F";60021;"SUBU";"MAR";99;12;28;1;"SPEC";882.871945;"4D";"Small"
"AR";5325.724541;"Yes";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";73;17;44;7;"CORP";496.474767;"2D";"Medsize"
"CAL";19483.24011;"No";"Extended";"HSOB";"EMP";"M";74300;"URB";"MAR";122;23;38;2;"PERS";354.55391;"SUV";"Medsize"
"WASH";3459.230941;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"MAR";96;6;8;1;"CORP";460.8;"4D";"Medsize"
"OR";17103.79173;"No";"Basic";"HSOB";"EMP";"F";51747;"SUBU";"MAR";71;8;71;2;"PERS";340.8;"4D";"Medsize"
"AR";2753.312714;"No";"Basic";"HSOB";"EMP";"F";28887;"SUBU";"SING";73;16;15;1;"PERS";425.81795;"4D";"Medsize"
"AR";12866.89474;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";189;24;93;6;"PERS";1415.579302;"LUX";"Small"
"NEV";4420.248983;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";68;0;93;5;"PERS";546.420009;"4D";"Large"
"NEV";2756.472584;"No";"Basic";"HSOB";"EMP";"M";43540;"RUR";"MAR";70;29;60;1;"CORP";117.585017;"2D";"Medsize"
"NEV";7743.918426;"No";"Basic";"BACH";"EMP";"F";96961;"RUR";"MAR";64;24;99;2;"CORP";81.377259;"2D";"Medsize"
"AR";8169.746083;"No";"Basic";"COLL";"EMP";"F";32799;"SUBU";"DIV";104;7;27;3;"PERS";499.2;"SUV";"Medsize"
"NEV";3569.864625;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";101;12;38;1;"PERS";1201.085226;"SUV";"Small"
"CAL";10656.88195;"Yes";"Extended";"BACH";"EMP";"F";72540;"SUBU";"MAR";88;7;3;2;"PERS";631.743039;"2D";"Medsize"
"CAL";7092.635635;"No";"Premium";"MAST";"EMP";"M";35173;"RUR";"MAR";180;24;9;1;"PERS";415.331869;"SPO";"Medsize"
"WASH";2777.341885;"No";"Basic";"HSOB";"EMP";"F";65431;"SUBU";"MAR";69;7;90;1;"PERS";331.2;"4D";"Medsize"
"AR";7550.41865;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";100;20;48;6;"CORP";480;"SUV";"Small"
"WASH";4727.354548;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";72;23;7;3;"PERS";345.6;"4D";"Medsize"
"AR";14274.55485;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";84;35;42;2;"PERS";604.8;"4D";"Medsize"
"CAL";9559.340024;"No";"Extended";"HSOB";"EMP";"F";40672;"SUBU";"DIV";121;28;99;3;"CORP";580.8;"SUV";"Medsize"
"CAL";8879.790017;"Yes";"Basic";"HSOB";"EMP";"F";52583;"URB";"SING";113;12;59;7;"PERS";528.20086;"SUV";"Small"
"AR";5525.470004;"No";"Basic";"COLL";"EMP";"F";64816;"SUBU";"MAR";69;30;33;7;"CORP";331.2;"4D";"Small"
"CAL";5923.208;"No";"Basic";"BACH";"EMP";"F";36685;"SUBU";"MAR";74;15;25;5;"CORP";355.2;"4D";"Medsize"
"OR";8501.652884;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";136;20;98;6;"PERS";979.2;"SPO";"Medsize"
"CAL";40235.9731;"No";"Extended";"MAST";"EMP";"F";77143;"RUR";"MAR";125;5;49;2;"PERS";176.006384;"SUV";"Small"
"AR";2584.824329;"No";"Basic";"MAST";"EMP";"M";60942;"URB";"MAR";64;11;56;1;"SPEC";288.205261;"2D";"Large"
"AR";19278.81715;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";61;12;77;2;"PERS";366.604732;"2D";"Medsize"
"OR";11981.98481;"Yes";"Basic";"MAST";"RET";"F";21514;"URB";"MAR";62;0;59;2;"PERS";257.248789;"2D";"Medsize"
"WASH";3933.813993;"Yes";"Basic";"HSOB";"EMP";"M";25927;"SUBU";"SING";103;6;20;1;"PERS";674.973614;"SUV";"Medsize"
"OR";2491.257604;"Yes";"Basic";"HSOB";"ML";"F";25965;"SUBU";"DIV";65;23;27;1;"PERS";329.206567;"4D";"Medsize"
"AR";7431.664369;"No";"Extended";"BACH";"EMP";"F";27688;"SUBU";"MAR";92;8;86;9;"PERS";572.352362;"4D";"Small"
"OR";7865.182898;"No";"Extended";"HSOB";"EMP";"F";75490;"RUR";"MAR";97;33;20;7;"CORP";43.084332;"4D";"Medsize"
"OR";15978.91049;"No";"Extended";"BACH";"EMP";"F";33871;"SUBU";"SING";136;2;23;2;"PERS";933.624655;"SUV";"Medsize"
"NEV";2113.85703;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";65;27;37;1;"PERS";468;"4D";"Small"
"CAL";8661.735884;"No";"Basic";"COLL";"EMP";"M";85470;"SUBU";"SING";109;23;31;6;"PERS";523.2;"SUV";"Medsize"
"WASH";5625.307768;"No";"Basic";"COLL";"EMP";"M";97095;"URB";"MAR";70;4;8;5;"PERS";208.035411;"4D";"Large"
"WASH";4592.150374;"No";"Basic";"COLL";"EMP";"F";73604;"RUR";"MAR";114;15;89;1;"PERS";184.222768;"SUV";"Medsize"
"CAL";3709.919724;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";112;13;33;1;"PERS";1082.898726;"SUV";"Medsize"
"CAL";8208.929715;"No";"Premium";"BACH";"EMP";"F";40646;"SUBU";"MAR";103;22;6;8;"PERS";494.4;"4D";"Medsize"
"AR";5595.389905;"Yes";"Basic";"HSOB";"EMP";"F";74454;"SUBU";"SING";71;25;29;3;"PERS";340.8;"4D";"Medsize"
"AR";3413.62256;"No";"Extended";"HSOB";"ML";"F";18168;"SUBU";"MAR";87;25;50;1;"PERS";417.6;"2D";"Medsize"
"NEV";6325.030596;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";89;4;86;7;"PERS";614.572672;"2D";"Medsize"
"OR";6393.874612;"No";"Basic";"MAST";"UNEMP";"M";0;"SUBU";"SING";66;4;6;2;"PERS";316.8;"4D";"Large"
"AR";8738.401013;"No";"Premium";"BACH";"EMP";"M";43597;"SUBU";"MAR";110;20;24;6;"PERS";528;"2D";"Medsize"
"OR";4836.394361;"No";"Premium";"HSOB";"UNEMP";"M";0;"SUBU";"DIV";140;15;87;1;"PERS";672;"SUV";"Small"
"OR";24967.75842;"No";"Basic";"HSOB";"EMP";"M";66825;"RUR";"MAR";69;11;47;2;"PERS";70.031111;"4D";"Medsize"
"CAL";5409.955926;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";62;1;9;2;"PERS";297.6;"4D";"Medsize"
"CAL";2344.233188;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";74;13;42;1;"PERS";532.8;"4D";"Medsize"
"OR";15173.96841;"No";"Extended";"HSOB";"EMP";"F";22448;"SUBU";"MAR";126;20;32;2;"PERS";604.8;"SUV";"Medsize"
"OR";11124.20636;"No";"Extended";"COLL";"EMP";"M";42596;"RUR";"SING";96;8;82;2;"PERS";42.293622;"4D";"Medsize"
"OR";4863.266809;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";70;3;35;5;"CORP";646.785442;"4D";"Small"
"AR";5577.54128;"No";"Basic";"COLL";"EMP";"M";97868;"URB";"MAR";70;5;22;3;"SPEC";267.786573;"2D";"Large"
"CAL";4526.94696;"No";"Basic";"HSOB";"EMP";"F";92921;"RUR";"MAR";112;35;49;1;"PERS";109.28708;"SUV";"Medsize"
"WASH";2519.569496;"No";"Basic";"BACH";"EMP";"M";41372;"SUBU";"MAR";64;21;32;1;"PERS";307.2;"4D";"Small"
"CAL";4892.422239;"No";"Basic";"HSOB";"ML";"F";26660;"SUBU";"MAR";63;23;40;8;"PERS";453.6;"2D";"Medsize"
"WASH";18943.26899;"No";"Extended";"HSOB";"EMP";"M";58851;"SUBU";"MAR";79;11;33;2;"PERS";494.187643;"4D";"Medsize"
"CAL";8564.768226;"Yes";"Basic";"HSOB";"EMP";"M";95697;"RUR";"MAR";107;29;29;9;"CORP";178.006524;"SPO";"Medsize"
"CAL";4419.539523;"No";"Basic";"MAST";"UNEMP";"F";0;"SUBU";"MAR";112;16;12;1;"PERS";537.6;"SUV";"Medsize"
"AR";5637.740051;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"DIV";84;4;52;4;"PERS";403.2;"4D";"Large"
"WASH";5047.483378;"No";"Basic";"BACH";"EMP";"M";81741;"URB";"SING";64;10;94;8;"CORP";186.448395;"4D";"Medsize"
"OR";4913.118904;"No";"Basic";"COLL";"EMP";"F";48295;"URB";"SING";63;25;96;8;"PERS";290.301553;"4D";"Medsize"
"NEV";5799.063709;"No";"Basic";"HSOB";"EMP";"F";65538;"URB";"MAR";72;24;86;3;"PERS";261.341223;"4D";"Small"
"OR";5568.984683;"No";"Basic";"COLL";"EMP";"M";53997;"SUBU";"MAR";69;26;3;3;"PERS";345.158393;"4D";"Medsize"
"OR";3861.486269;"Yes";"Extended";"COLL";"EMP";"F";93272;"URB";"MAR";95;3;54;1;"PERS";281.110788;"4D";"Medsize"
"CAL";2912.913958;"No";"Basic";"BACH";"EMP";"F";68899;"RUR";"SING";74;6;60;1;"PERS";66.103422;"2D";"Medsize"
"CAL";6980.325287;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";67;20;14;2;"CORP";321.6;"4D";"Medsize"
"NEV";6769.324811;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";97;31;43;7;"PERS";698.4;"4D";"Small"
"OR";8193.555045;"No";"Basic";"BACH";"EMP";"M";54950;"URB";"MAR";103;25;75;7;"CORP";480.578584;"SUV";"Medsize"
"CAL";7519.133631;"Yes";"Extended";"HSOB";"EMP";"M";96306;"RUR";"DIV";95;12;17;6;"PERS";185.355353;"4D";"Medsize"
"NEV";3746.03079;"No";"Extended";"BACH";"EMP";"F";70342;"SUBU";"SING";96;3;99;1;"PERS";685.907341;"4D";"Small"
"AR";2592.437797;"Yes";"Basic";"HSOB";"EMP";"M";72421;"SUBU";"MAR";65;8;23;1;"PERS";312;"4D";"Small"
"CAL";4548.291613;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"MAR";132;5;88;1;"PERS";950.4;"SPO";"Large"
"OR";2885.002508;"No";"Basic";"COLL";"EMP";"F";77748;"RUR";"MAR";72;1;51;1;"PERS";7.214579;"2D";"Medsize"
"OR";4883.551402;"No";"Basic";"BACH";"DIS";"F";19096;"SUBU";"DIV";64;17;5;3;"PERS";374.8996;"2D";"Medsize"
"AR";9061.057741;"No";"Premium";"MAST";"EMP";"F";73876;"URB";"MAR";112;19;71;8;"PERS";419.303041;"4D";"Medsize"
"WASH";16728.34386;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";237;1;29;5;"PERS";1706.4;"LUX";"Medsize"
"OR";11177.7521;"No";"Basic";"BACH";"EMP";"M";20742;"URB";"SING";100;17;52;2;"PERS";455.851876;"SUV";"Medsize"
"AR";4364.311891;"No";"Basic";"COLL";"EMP";"M";44804;"SUBU";"SING";114;15;13;1;"CORP";778.350073;"SUV";"Medsize"
"AR";22940.38215;"No";"Basic";"BACH";"EMP";"F";52993;"URB";"MAR";64;16;86;2;"PERS";304.699889;"4D";"Medsize"
"OR";4926.282836;"No";"Basic";"BACH";"EMP";"F";49185;"RUR";"MAR";61;11;92;8;"CORP";126.950071;"2D";"Medsize"
"OR";23086.36478;"No";"Basic";"HSOB";"EMP";"F";69240;"URB";"SING";194;16;29;2;"PERS";744.769131;"LUXS";"Medsize"
"OR";5149.301306;"No";"Extended";"BACH";"EMP";"F";26877;"SUBU";"MAR";131;5;2;1;"PERS";628.8;"SUV";"Small"
"AR";8016.747629;"No";"Basic";"BACH";"EMP";"F";82828;"URB";"MAR";67;14;36;2;"PERS";217.472776;"4D";"Medsize"
"CAL";2538.857089;"No";"Basic";"BACH";"EMP";"M";99824;"SUBU";"MAR";63;1;56;1;"SPEC";302.4;"4D";"Medsize"
"CAL";10498.92645;"No";"Extended";"BACH";"EMP";"M";30352;"RUR";"MAR";89;21;13;2;"PERS";146.110685;"4D";"Medsize"
"OR";2448.646138;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"MAR";69;7;68;1;"CORP";331.2;"2D";"Medsize"
"OR";6057.07208;"Yes";"Extended";"BACH";"RET";"M";27681;"SUBU";"MAR";83;13;62;9;"PERS";398.4;"2D";"Medsize"
"NEV";8295.837442;"No";"Premium";"BACH";"EMP";"F";85478;"RUR";"MAR";103;29;15;6;"PERS";224.159416;"2D";"Medsize"
"OR";2786.661219;"No";"Basic";"HSOB";"EMP";"F";94310;"SUBU";"DIV";70;1;76;1;"CORP";430.769347;"4D";"Small"
"OR";25464.82059;"Yes";"Extended";"COLL";"RET";"F";13663;"SUBU";"SING";97;1;66;2;"CORP";465.6;"4D";"Small"
"AR";11469.62991;"No";"Premium";"HSOB";"DIS";"F";10384;"SUBU";"MAR";151;5;72;5;"PERS";914.434097;"SUV";"Medsize"
"CAL";3557.368368;"No";"Extended";"DOCT";"DIS";"M";17272;"SUBU";"MAR";93;30;58;1;"PERS";446.4;"2D";"Medsize"
"NEV";8317.302513;"No";"Basic";"COLL";"EMP";"F";64367;"RUR";"MAR";104;2;14;9;"PERS";96.431061;"SUV";"Medsize"
"OR";7601.951104;"No";"Extended";"BACH";"EMP";"M";47519;"URB";"MAR";96;21;2;4;"PERS";245.248248;"2D";"Medsize"
"AR";9426.971158;"No";"Extended";"COLL";"ML";"M";26263;"SUBU";"DIV";85;11;31;2;"SPEC";475.159732;"2D";"Large"
"OR";6418.849149;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";63;30;34;2;"PERS";556.85728;"2D";"Medsize"
"CAL";6788.084852;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";93;2;70;9;"PERS";855.341729;"2D";"Medsize"
"CAL";3358.660979;"No";"Extended";"HSOB";"EMP";"F";77309;"SUBU";"MAR";83;22;6;1;"PERS";596.320943;"2D";"Small"
"OR";2439.930981;"No";"Basic";"COLL";"EMP";"F";50876;"URB";"MAR";61;13;60;1;"PERS";171.248196;"4D";"Medsize"
"OR";4505.85011;"No";"Basic";"BACH";"ML";"M";20284;"SUBU";"SING";65;14;84;3;"PERS";532.806637;"4D";"Medsize"
"CAL";2309.596399;"No";"Basic";"COLL";"RET";"M";22567;"SUBU";"SING";69;6;12;1;"PERS";496.8;"4D";"Large"
"CAL";2541.523959;"No";"Basic";"BACH";"EMP";"M";63546;"RUR";"MAR";64;1;53;1;"PERS";131.813652;"4D";"Medsize"
"NEV";6414.081362;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";89;0;12;5;"PERS";640.8;"4D";"Medsize"
"OR";2585.206268;"No";"Basic";"COLL";"EMP";"F";28137;"SUBU";"MAR";65;23;2;1;"PERS";312;"2D";"Large"
"CAL";2961.31408;"No";"Extended";"MAST";"ML";"M";22608;"SUBU";"MAR";77;5;10;1;"PERS";369.6;"4D";"Small"
"CAL";2759.978287;"Yes";"Basic";"BACH";"EMP";"M";92296;"SUBU";"MAR";69;4;65;1;"CORP";331.2;"2D";"Medsize"
"OR";3341.6835;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";69;9;72;3;"PERS";331.2;"2D";"Large"
"WASH";5169.49937;"Yes";"Basic";"HSOB";"ML";"M";12430;"SUBU";"SING";73;22;13;4;"SPEC";350.4;"4D";"Medsize"
"OR";4117.37239;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";116;19;99;1;"PERS";1301.796063;"SUV";"Small"
"WASH";5552.596353;"No";"Basic";"HSOB";"EMP";"M";50470;"SUBU";"DIV";71;1;87;8;"CORP";377.498287;"2D";"Large"
"AR";7285.030983;"Yes";"Basic";"HSOB";"EMP";"M";44788;"SUBU";"MAR";61;6;48;2;"PERS";386.031248;"4D";"Small"
"NEV";13916.93446;"No";"Premium";"COLL";"EMP";"F";52423;"SUBU";"SING";119;2;80;2;"CORP";571.2;"4D";"Medsize"
"NEV";11044.42715;"No";"Extended";"COLL";"EMP";"F";29696;"URB";"SING";139;17;41;3;"PERS";478.107847;"SUV";"Medsize"
"OR";3531.039178;"No";"Extended";"COLL";"EMP";"F";26884;"URB";"MAR";89;11;84;1;"SPEC";238.132215;"4D";"Medsize"
"CAL";2759.618207;"No";"Basic";"COLL";"EMP";"M";64388;"SUBU";"MAR";69;12;51;1;"PERS";331.2;"2D";"Small"
"OR";6500.409697;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";61;13;37;2;"PERS";292.8;"4D";"Medsize"
"OR";6369.262355;"Yes";"Extended";"HSOB";"EMP";"M";34498;"SUBU";"SING";83;30;72;7;"PERS";398.4;"2D";"Small"
"AR";13083.48622;"No";"Basic";"BACH";"EMP";"M";73060;"SUBU";"MAR";108;9;78;2;"SPEC";518.4;"SUV";"Medsize"
"OR";2150.906016;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";63;8;83;1;"PERS";453.6;"2D";"Medsize"
"AR";8447.888167;"No";"Basic";"BACH";"EMP";"F";61337;"RUR";"MAR";105;35;46;9;"PERS";2.54009;"SUV";"Medsize"
"NEV";5075.420953;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";73;28;8;3;"CORP";350.4;"2D";"Medsize"
"AR";3527.851585;"No";"Extended";"BACH";"EMP";"F";59496;"RUR";"MAR";88;22;64;1;"PERS";189.144728;"4D";"Medsize"
"OR";13061.51639;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";180;4;45;6;"PERS";1474.267145;"LUX";"Medsize"
"AR";6259.510365;"No";"Extended";"MAST";"EMP";"F";37813;"RUR";"MAR";78;4;26;5;"CORP";39.781368;"4D";"Medsize"
"OR";16681.32634;"No";"Basic";"COLL";"EMP";"F";55907;"SUBU";"MAR";104;23;64;2;"CORP";499.2;"SUV";"Large"
"AR";5791.610721;"No";"Basic";"COLL";"EMP";"F";80480;"URB";"MAR";72;6;55;7;"PERS";242.842607;"4D";"Medsize"
"OR";7980.488637;"No";"Basic";"BACH";"EMP";"M";72734;"URB";"MAR";66;7;96;2;"PERS";195.218968;"2D";"Large"
"WASH";2767.499996;"No";"Basic";"HSOB";"UNEMP";"F";0;"RUR";"MAR";72;27;60;1;"PERS";22.326388;"4D";"Medsize"
"AR";2975.256549;"No";"Extended";"BACH";"EMP";"M";36548;"SUBU";"MAR";76;10;95;1;"PERS";547.2;"4D";"Small"
"AR";4178.586494;"No";"Basic";"MAST";"EMP";"M";62113;"RUR";"MAR";104;1;0;1;"PERS";5.894778;"SUV";"Medsize"
"AR";4734.257944;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";67;7;75;5;"PERS";747.458052;"4D";"Medsize"
"CAL";4315.788632;"No";"Basic";"BACH";"EMP";"F";41252;"URB";"MAR";109;25;31;1;"PERS";514.059402;"SUV";"Medsize"
"OR";6126.568309;"No";"Extended";"HSOB";"EMP";"M";61139;"SUBU";"MAR";76;4;16;4;"PERS";364.8;"4D";"Medsize"
"AR";2694.599099;"No";"Basic";"BACH";"EMP";"F";26744;"SUBU";"MAR";68;16;61;1;"CORP";326.4;"2D";"Large"
"CAL";9338.08481;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";132;17;34;3;"PERS";950.4;"SUV";"Medsize"
